what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.paste",1304966313020
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966314083
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966314489
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966314677
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966315489
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966315755
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966316020
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966316458
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.delete.line",1304966318364
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.delete.line",1304966318755
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.delete.line",1304966319208
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.save",1304966319661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304966330474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304966330646
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304966330740
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.window.nextEditor",1304966330787
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.delete.line",1304966334959
executed,command,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1304966336381
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.save",1304966336646
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304966339475
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304966339631
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304966339803
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304966339944
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304966340115
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304966340272
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304966340428
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304966340600
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304966342569
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1304966349397
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966354694
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966355194
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966355226
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966355257
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966355304
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966355335
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966355366
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966355397
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966355429
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.delete",1304966355460
