what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordNext",1304955683194
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordNext",1304955683351
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordNext",1304955683507
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordNext",1304955683648
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordNext",1304955683804
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordNext",1304955683944
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordNext",1304955684101
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordNext",1304955684257
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordNext",1304955684695
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.save",1304955688335
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304955697804
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.I20110504-0744,"org.eclipse.mylyn.ide.ant",1304955700273
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.pde.ui",1304955700273
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110421b,"org.eclipse.pde.api.tools.ui",1304955700273
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1304955700273
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20101130,"org.eclipse.pde.runtime",1304955700273
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100628,"org.eclipse.pde.ua.ui",1304955700273
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20101206,"org.eclipse.pde.ui.templates",1304955700273
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110418,"org.eclipse.pde.ui",1304955700304
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110221,"org.eclipse.ant.ui",1304955700336
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110328,"org.eclipse.ant.launching",1304955700336
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110405-0800,"org.eclipse.compare.win32",1304955700336
stopped,bundle,org.eclipse.emf.compare.ui,1.2.0.v20110503-0805,"org.eclipse.emf.compare.ui",1304955700336
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110404-2011,"org.eclipse.equinox.p2.ui.sdk",1304955700336
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.I20110504-0744,"org.eclipse.mylyn.java.tasks",1304955700336
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.java.ui",1304955700336
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110427-0800,"org.eclipse.jdt.junit",1304955700336
stopped,bundle,org.eclipse.emf.mint.ui,0.9.0.v201006142335,"org.eclipse.emf.mint.ui",1304955700336
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1304955700336
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110418,"org.eclipse.jdt.debug.ui",1304955700336
stopped,bundle,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui",1304955700398
stopped,bundle,org.eclipse.search,3.7.0.v20110427-0800,"org.eclipse.search",1304955700429
stopped,bundle,org.eclipse.emf.cdo.ui.ide,4.0.0.v20110212-1741,"org.eclipse.emf.cdo.ui.ide",1304955700429
stopped,bundle,org.eclipse.emf.ecoretools,0.10.0.v20100615-1639,"org.eclipse.emf.ecoretools",1304955700429
stopped,bundle,org.eclipse.emf.ecoretools.diagram,0.10.0.v20100521-2009,"org.eclipse.emf.ecoretools.diagram",1304955700429
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.I20110504-0744,"org.eclipse.mylyn.commons.team",1304955700429
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.team.ui",1304955700429
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1304955700429
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110427-0800,"org.eclipse.ltk.ui.refactoring",1304955700429
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.bugzilla.ui",1304955700429
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.ide.ui",1304955700429
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.resources.ui",1304955700429
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.I20110504-0744,"org.eclipse.mylyn.wikitext.tasks.ui",1304955700429
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.context.ui",1304955700429
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.help.ui",1304955700429
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.0.I20110504-0744,"org.eclipse.mylyn.tasks.bugs",1304955700429
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.tasks.ui",1304955700429
stopped,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110423-0725,"org.eclipse.team.cvs.ui",1304955700476
stopped,bundle,org.eclipse.team.ui,3.6.100.I20110419-0800,"org.eclipse.team.ui",1304955700476
stopped,bundle,org.eclipse.compare,3.5.200.I20110419-0800,"org.eclipse.compare",1304955700476
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20110214,"org.eclipse.ui.externaltools",1304955700476
stopped,bundle,org.eclipse.debug.ui,3.7.0.v20110411,"org.eclipse.debug.ui",1304955700476
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.providers.ide",1304955700476
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1304955863712
started,bundle,org.eclipse.osgi,3.7.0.v20110427,"org.eclipse.osgi",1304955863712
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110404-2011,"org.eclipse.equinox.simpleconfigurator",1304955863712
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1304955863712
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1304955863728
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1304955863728
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1304955863728
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1304955863728
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110124-0100,"org.eclipse.core.filebuffers",1304955863728
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1304955863728
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1304955863728
started,bundle,org.eclipse.core.net,1.2.100.I20110419-0800,"org.eclipse.core.net",1304955863728
started,bundle,org.eclipse.core.resources,3.7.100.v20110427-0856,"org.eclipse.core.resources",1304955863728
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1304955863728
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1304955863728
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1304955863728
started,bundle,org.eclipse.core.variables,3.2.500.v20110411,"org.eclipse.core.variables",1304955863728
started,bundle,org.eclipse.debug.core,3.7.0.v20110404,"org.eclipse.debug.core",1304955863728
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1304955863728
started,bundle,org.eclipse.egit.core,0.12.1,"org.eclipse.egit.core",1304955863728
started,bundle,org.eclipse.egit.ui,0.12.1,"org.eclipse.egit.ui",1304955863728
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110503-1325,"org.eclipse.epp.mpc.ui",1304955863728
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1304955863728
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1304955863728
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1304955863728
started,bundle,org.eclipse.equinox.common,3.6.0.v20110427,"org.eclipse.equinox.common",1304955863728
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110418,"org.eclipse.equinox.ds",1304955863728
started,bundle,org.eclipse.equinox.event,1.2.100.v20110110,"org.eclipse.equinox.event",1304955863728
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110228,"org.eclipse.equinox.frameworkadmin",1304955863728
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.100.v20110421,"org.eclipse.equinox.p2.artifact.repository",1304955863728
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110419-0147,"org.eclipse.equinox.p2.core",1304955863728
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110222-0044,"org.eclipse.equinox.p2.director",1304955863728
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110305-0130,"org.eclipse.equinox.p2.directorywatcher",1304955863728
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110419-0147,"org.eclipse.equinox.p2.engine",1304955863728
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110412-0007,"org.eclipse.equinox.p2.extensionlocation",1304955863728
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110222-0044,"org.eclipse.equinox.p2.garbagecollector",1304955863728
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110419-0147,"org.eclipse.equinox.p2.metadata",1304955863728
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110421,"org.eclipse.equinox.p2.metadata.repository",1304955863728
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110425-0900,"org.eclipse.equinox.p2.operations",1304955863728
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110404-2011,"org.eclipse.equinox.p2.publisher",1304955863728
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110207,"org.eclipse.equinox.p2.reconciler.dropins",1304955863728
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110419-0147,"org.eclipse.equinox.p2.repository",1304955863728
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.0.v20110414-1400,"org.eclipse.equinox.p2.touchpoint.eclipse",1304955863728
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110419-0147,"org.eclipse.equinox.p2.transport.ecf",1304955863728
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110222-0044,"org.eclipse.equinox.p2.ui.sdk.scheduler",1304955863728
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110222-0044,"org.eclipse.equinox.p2.updatechecker",1304955863728
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110404-2011,"org.eclipse.equinox.p2.updatesite",1304955863728
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110328,"org.eclipse.equinox.preferences",1304955863728
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110321,"org.eclipse.equinox.registry",1304955863728
started,bundle,org.eclipse.equinox.security,1.1.0.v20110411,"org.eclipse.equinox.security",1304955863728
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100920,"org.eclipse.equinox.simpleconfigurator.manipulator",1304955863728
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1304955863728
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1304955863728
started,bundle,org.eclipse.jdt.core,3.7.0.v_B53,"org.eclipse.jdt.core",1304955863728
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110306-1700,"org.eclipse.jdt.core.manipulation",1304955863728
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110418,"org.eclipse.jdt.launching",1304955863728
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui",1304955863728
started,bundle,org.eclipse.jface,3.7.0.I20110426-2000,"org.eclipse.jface",1304955863728
started,bundle,org.eclipse.jgit,0.12.1,"org.eclipse.jgit",1304955863728
started,bundle,org.eclipse.jsch.core,1.1.300.I20110421-0800,"org.eclipse.jsch.core",1304955863728
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110306-1700,"org.eclipse.ltk.core.refactoring",1304955863728
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.I20110504-0744,"org.eclipse.mylyn.bugzilla.core",1304955863728
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.bugzilla.ui",1304955863728
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.I20110504-0744,"org.eclipse.mylyn.commons.net",1304955863728
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.commons.ui",1304955863728
started,bundle,org.eclipse.mylyn.context.core,3.6.0.I20110504-0744,"org.eclipse.mylyn.context.core",1304955863728
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.context.ui",1304955863728
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.monitor.ui",1304955863728
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.tasks.ui",1304955863728
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.team.ui",1304955863728
started,bundle,org.eclipse.pde,3.6.100.v201104280848,"org.eclipse.pde",1304955863728
started,bundle,org.eclipse.pde.core,3.7.0.v20110421,"org.eclipse.pde.core",1304955863728
started,bundle,org.eclipse.pde.launching,3.6.0.v20110328,"org.eclipse.pde.launching",1304955863728
started,bundle,org.eclipse.pde.ui,3.6.100.v20110418,"org.eclipse.pde.ui",1304955863728
started,bundle,org.eclipse.search,3.7.0.v20110427-0800,"org.eclipse.search",1304955863728
started,bundle,org.eclipse.team.core,3.6.0.I20110421-0800,"org.eclipse.team.core",1304955863728
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110423-0725,"org.eclipse.team.cvs.core",1304955863728
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110423-0725,"org.eclipse.team.cvs.ui",1304955863728
started,bundle,org.eclipse.team.ui,3.6.100.I20110419-0800,"org.eclipse.team.ui",1304955863728
started,bundle,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui",1304955863728
started,bundle,org.eclipse.ui.console,3.5.100.v20110413,"org.eclipse.ui.console",1304955863728
started,bundle,org.eclipse.ui.editors,3.7.0.v20110427-1800,"org.eclipse.ui.editors",1304955863728
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1304955863728
started,bundle,org.eclipse.ui.ide,3.7.0.I20110425-1800,"org.eclipse.ui.ide",1304955863728
started,bundle,org.eclipse.ui.net,1.2.100.I20110208-0800,"org.eclipse.ui.net",1304955863728
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1304955863728
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1304955863728
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"org.eclipse.ui.workbench",1304955863728
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.workbench.texteditor",1304955863728
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1304955863728
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1304955863728
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1304955863728
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201104151514,"org.eclipse.wst.sse.core",1304955863728
started,bundle,org.eclipse.wst.sse.ui,1.3.0.v201104192009,"org.eclipse.wst.sse.ui",1304955863728
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1304955863728
os,sysinfo,,,"win32",1304955863728
arch,sysinfo,,,"x86",1304955863728
ws,sysinfo,,,"win32",1304955863728
locale,sysinfo,,,"en_US",1304955863728
processors,sysinfo,,,"4",1304955863728
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1304955863728
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1304955863728
java.specification.name,sysinfo,,,"Java Platform API Specification",1304955863728
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304955863728
java.specification.version,sysinfo,,,"1.6",1304955863728
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1304955863728
java.version,sysinfo,,,"1.6.0_23",1304955863728
java.vm.info,sysinfo,,,"mixed mode",1304955863728
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1304955863728
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1304955863728
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304955863728
java.vm.specification.version,sysinfo,,,"1.0",1304955863728
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1304955863728
java.vm.version,sysinfo,,,"19.0-b09",1304955863728
opened,view,org.eclipse.ui.ide,3.7.0.I20110425-1800,"org.eclipse.ui.views.ProblemView",1304955865587
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1304955866525
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1304955866525
started,bundle,org.eclipse.pde.build,3.7.0.v20110418,"org.eclipse.pde.build",1304955867025
activated,view,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.PackageExplorer",1304956050932
activated,editor,org.eclipse.ui.editors,3.7.0.v20110427-1800,"org.eclipse.ui.DefaultTextEditor",1304956053448
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110427-0800,"org.eclipse.ltk.ui.refactoring",1304956287448
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304956287589
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304956287683
closed,editor,org.eclipse.ui.editors,3.7.0.v20110427-1800,"org.eclipse.ui.DefaultTextEditor",1304956287823
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304956287839
opened,editor,org.eclipse.ui.editors,3.7.0.v20110427-1800,"org.eclipse.ui.DefaultTextEditor",1304956289636
activated,editor,org.eclipse.ui.editors,3.7.0.v20110427-1800,"org.eclipse.ui.DefaultTextEditor",1304956289714
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304956290542
closed,editor,org.eclipse.ui.editors,3.7.0.v20110427-1800,"org.eclipse.ui.DefaultTextEditor",1304956290573
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304956290573
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304956293480
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304956293558
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304956293698
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304956293714
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110427-0800,"org.eclipse.jdt.junit",1304956293745
activated,view,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.PackageExplorer",1304956295777
started,bundle,org.eclipse.compare,3.5.200.I20110419-0800,"org.eclipse.compare",1304956296183
started,bundle,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui",1304956299480
started,bundle,org.eclipse.debug.ui,3.7.0.v20110411,"org.eclipse.debug.ui",1304956299792
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1304956299839
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1304956300323
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1304956300323
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1304956300402
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1304956300433
started,bundle,org.eclipse.emf.common,2.7.0.v20110429-2014,"org.eclipse.emf.common",1304956300448
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110429-2014,"org.eclipse.emf.ecore",1304956300480
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956300511
started,bundle,org.eclipse.xsd,2.7.0.v20110502-1136,"org.eclipse.xsd",1304956300542
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110411-2239,"org.eclipse.emf.ecore.xmi",1304956300745
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956300761
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1304956300839
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1304956302230
error,log,,,"WinHttp.DetectAutoProxyConfigUrl for wpad failed with error 'The Proxy Auto-configuration URL was not found.\r\n' #12180.",1304956302683
error,log,,,"WinHttp.DetectAutoProxyConfigUrl for wpad failed with error 'The Proxy Auto-configuration URL was not found.\r\n' #12180.",1304956302792
activated,view,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.PackageExplorer",1304956304964
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956305183
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956305292
activated,view,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.PackageExplorer",1304956306152
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956306339
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956306402
activated,view,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.PackageExplorer",1304956307730
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956307964
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956308027
activated,view,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.PackageExplorer",1304956310745
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956310964
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956311027
