what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972030809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972030934
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972031013
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.window.nextEditor",1304972031044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972033263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972033434
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972033544
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.window.nextEditor",1304972033559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972033856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972034075
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972034200
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.window.nextEditor",1304972034231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972035669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972035810
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972035966
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.window.nextEditor",1304972035997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972040560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972152404
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972154576
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972155498
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972155545
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304972155576
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972156998
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972157623
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972157670
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304972157670
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972158810
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972159420
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972159435
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304972159451
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972160451
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972161232
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972161279
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304972161279
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972162154
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972162857
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304972162920
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304972162935
activated,editor,org.eclipse.pde.ui,3.6.100.v20110418,"org.eclipse.pde.ui.productEditor",1304972163670
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972164326
closed,editor,org.eclipse.pde.ui,3.6.100.v20110418,"org.eclipse.pde.ui.productEditor",1304972164388
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304972164388
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1304972165404
opened,editor,org.eclipse.pde.ui,3.6.100.v20110418,"org.eclipse.pde.ui.featureEditor",1304972165935
activated,editor,org.eclipse.pde.ui,3.6.100.v20110418,"org.eclipse.pde.ui.featureEditor",1304972166045
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972166810
closed,editor,org.eclipse.pde.ui,3.6.100.v20110418,"org.eclipse.pde.ui.featureEditor",1304972166842
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.close",1304972166857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972173826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972220781
activated,view,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.PackageExplorer",1304972223312
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.navigate.collapseAll",1304972223375
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.selectAll",1304972224062
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.refresh",1304972226860
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.file.refresh",1304972233564
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304972236955
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304972245550
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.I20110504-0744,"org.eclipse.mylyn.ide.ant",1304972247535
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.pde.ui",1304972247550
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110421b,"org.eclipse.pde.api.tools.ui",1304972247550
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1304972247550
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20101130,"org.eclipse.pde.runtime",1304972247550
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100628,"org.eclipse.pde.ua.ui",1304972247550
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20101206,"org.eclipse.pde.ui.templates",1304972247550
stopped,bundle,org.eclipse.rap.ui.launch,1.4.0.20110503-1213,"org.eclipse.rap.ui.launch",1304972247550
stopped,bundle,org.eclipse.rap.ui.templates,1.4.0.20110503-1213,"org.eclipse.rap.ui.templates",1304972247550
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110418,"org.eclipse.pde.ui",1304972247597
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110221,"org.eclipse.ant.ui",1304972247597
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110328,"org.eclipse.ant.launching",1304972247597
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110405-0800,"org.eclipse.compare.win32",1304972247597
stopped,bundle,org.eclipse.egit.ui,0.12.1,"org.eclipse.egit.ui",1304972247597
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110404-2011,"org.eclipse.equinox.p2.ui.sdk",1304972247597
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.I20110504-0744,"org.eclipse.mylyn.java.tasks",1304972247597
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.java.ui",1304972247753
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110427-0800,"org.eclipse.jdt.junit",1304972247753
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1304972247753
stopped,bundle,org.eclipse.rap.ui.launch.rwt,1.4.0.20110503-1213,"org.eclipse.rap.ui.launch.rwt",1304972247753
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110418,"org.eclipse.jdt.debug.ui",1304972247769
stopped,bundle,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui",1304972247816
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1304972247816
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201103100444,"org.eclipse.wst.xsd.ui",1304972247816
stopped,bundle,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui",1304972247831
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1304972247831
stopped,bundle,org.eclipse.wst.sse.ui,1.3.0.v201104192009,"org.eclipse.wst.sse.ui",1304972247847
stopped,bundle,org.eclipse.search,3.7.0.v20110427-0800,"org.eclipse.search",1304972247878
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.I20110504-0744,"org.eclipse.mylyn.commons.team",1304972247878
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.team.ui",1304972247878
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1304972247878
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110427-0800,"org.eclipse.ltk.ui.refactoring",1304972247894
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.bugzilla.ui",1304972247894
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.ide.ui",1304972247894
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.resources.ui",1304972247894
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.I20110504-0744,"org.eclipse.mylyn.wikitext.tasks.ui",1304972247894
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.context.ui",1304972247894
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.help.ui",1304972247894
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.0.I20110504-0744,"org.eclipse.mylyn.tasks.bugs",1304972247894
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.tasks.ui",1304972247894
stopped,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110423-0725,"org.eclipse.team.cvs.ui",1304972247894
stopped,bundle,org.eclipse.team.ui,3.6.100.I20110419-0800,"org.eclipse.team.ui",1304972247894
stopped,bundle,org.eclipse.compare,3.5.200.I20110419-0800,"org.eclipse.compare",1304972247894
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20110214,"org.eclipse.ui.externaltools",1304972247894
stopped,bundle,org.eclipse.debug.ui,3.7.0.v20110411,"org.eclipse.debug.ui",1304972247925
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.I20110504-0744,"org.eclipse.mylyn.wikitext.ui",1304972247925
stopped,bundle,org.eclipse.ui.console,3.5.100.v20110413,"org.eclipse.ui.console",1304972247925
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.0.I20110504-0744,"org.eclipse.mylyn.commons.ui",1304972247925
stopped,bundle,org.eclipse.ui.editors,3.7.0.v20110427-1800,"org.eclipse.ui.editors",1304972247941
stopped,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1304972247941
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.workbench.texteditor",1304972247941
stopped,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1304972247941
stopped,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110502-1136,"org.eclipse.emf.edit.ui",1304972247941
stopped,bundle,org.eclipse.gef,3.7.0.v20110407-2050,"org.eclipse.gef",1304972247941
